acc_x,acc_y,acc_z,eda,bvp,hr,temp,pain_level
0.0666,0.0367,0.0601,1.013,76.6,48.6,33.95,1
0.0103,-0.0547,-0.074,1.119,71.5,58.3,34.22,2
0.0273,0.3075,-0.3062,0.983,75.9,75.8,34.14,4
0.2731,-0.2917,-0.6957,1.186,70.9,69.8,33.5,3
0.065,0.0807,-0.0113,1.429,74.4,54.5,34.47,3
-0.1249,0.5057,-0.5032,1.667,79.0,75.1,34.31,6
0.0032,0.046,0.4853,1.228,85.4,100.6,34.55,7
0.18,0.1489,0.1032,0.837,74.3,77.7,33.92,3
0.01,0.1406,0.0209,1.835,73.3,68.3,33.92,5
-0.0986,-0.0141,-0.0196,0.947,67.3,55.6,33.79,1
-0.012,0.0365,0.039,0.817,74.4,55.7,33.63,1
0.8388,0.287,-2.8859,2.294,80.5,118.5,33.77,8
-0.1676,-0.5537,0.299,2.199,75.3,104.3,33.85,8
0.0166,0.0088,0.005,0.16,70.4,55.0,34.04,1
0.4923,0.3074,0.2968,0.824,74.8,72.5,33.54,1
-0.4454,0.4831,-0.2239,0.785,71.5,71.2,33.25,2
0.0686,0.1552,0.0153,1.236,65.2,52.4,34.53,2
0.033,0.0138,0.0296,2.268,66.8,48.2,34.06,5
4.2603,1.42,0.9885,1.4,83.9,114.2,34.03,6
0.3053,-0.1445,0.1607,1.713,74.5,76.5,34.07,6
-2.9474,-0.7621,-2.28,1.555,77.0,111.7,33.17,7
-0.0055,-0.0343,-0.0571,0.934,73.6,54.6,33.92,1
-1.0644,0.8355,-0.7443,2.117,84.8,110.4,33.61,8
0.0514,-0.5929,-0.2591,0.57,70.9,78.9,34.14,3
-0.8261,0.9528,1.2065,1.836,77.2,102.1,33.65,7
0.2987,-0.6437,-1.6901,1.91,78.5,117.9,33.9,8
0.0501,-0.0053,-0.0687,0.792,70.2,61.9,34.13,2
-0.4723,0.0057,-0.095,2.575,75.3,77.6,34.29,8
0.0732,-0.0578,0.0062,0.338,71.1,54.4,33.98,1
0.027,0.0022,-0.0009,1.46,63.1,62.1,33.73,4
-0.0259,-0.0468,-0.0754,0.274,64.3,50.9,34.4,1
-0.7675,0.4467,-0.5546,0.67,79.8,94.6,33.31,4
0.0373,0.0398,-0.019,0.729,78.4,57.9,34.08,2
-0.8927,-0.6851,0.8834,2.665,78.9,103.6,33.26,8
0.0019,0.0344,0.127,1.534,71.5,60.6,34.3,5
-0.4355,1.5161,-1.6175,2.133,84.7,116.7,34.18,8
0.0183,-0.0102,-0.0447,1.616,76.0,53.4,33.57,3
-0.0117,0.0548,0.028,0.699,73.9,54.5,33.83,1
-0.3328,0.1739,0.2393,1.547,76.4,69.6,33.43,4
-0.0643,0.3826,-0.0087,1.702,86.0,74.7,33.93,6
0.5325,-0.447,0.2679,2.561,78.7,90.6,33.73,8
-0.4119,0.7038,0.6606,1.569,84.9,117.7,33.62,8
2.2869,0.4298,2.0596,1.658,88.2,107.7,33.48,7
0.0321,-0.0429,0.0572,1.084,66.3,59.0,34.12,2
-1.0148,0.2687,0.6206,1.843,76.6,93.4,33.88,7
-0.0709,0.3319,0.3662,2.113,74.9,68.2,34.13,6
0.0092,0.3399,0.2994,1.57,66.7,75.5,33.38,5
0.0143,-0.0314,0.0114,0.628,71.9,55.1,34.18,1
-0.0708,-0.0029,0.0165,0.729,71.5,60.3,34.0,1
-0.0244,-0.0399,-0.0076,0.774,63.6,46.9,34.08,1
-0.0162,0.079,-0.0056,1.647,70.1,52.1,34.43,4
-0.5497,0.3976,-2.2279,2.546,76.0,93.9,33.5,8
0.3449,-0.0357,0.1414,2.283,82.5,75.5,34.5,7
0.0521,-0.0639,0.0609,0.336,69.9,59.2,34.16,1
0.1237,0.0223,-0.0356,0.541,65.8,46.5,34.34,1
-0.0103,-0.0893,-0.0795,0.094,66.8,53.7,34.05,1
-1.3797,0.5907,-0.1437,1.31,77.3,98.6,33.41,6
-0.1281,-0.4443,0.1093,2.202,67.9,85.3,33.65,7
-0.1015,0.7504,1.826,1.888,81.9,106.4,33.51,7
0.0634,0.0824,1.1253,1.612,72.5,96.4,33.65,7
0.0362,-0.0081,0.0082,1.335,77.7,62.8,33.81,4
-0.029,-0.0011,-0.081,0.912,70.0,56.1,34.11,1
-0.012,-0.0011,0.0105,1.038,77.1,50.9,34.48,2
0.0084,-0.008,-0.0184,0.103,65.2,53.5,34.27,1
0.0428,0.074,0.0428,1.347,67.9,54.4,34.16,2
0.2235,-2.4525,0.9937,1.59,80.6,116.8,33.65,7
-0.2642,0.1511,-0.1063,1.039,80.9,88.7,33.71,5
-0.0179,-0.0583,-0.0723,1.145,75.5,53.1,33.45,1
0.1007,0.1198,-0.1866,1.025,74.1,74.1,33.46,4
-0.0211,-0.3418,-0.4512,1.538,74.0,70.9,34.35,5
-0.0138,-0.0082,-0.0331,1.31,71.1,51.2,33.85,1
-1.2391,-1.5232,2.5329,2.148,79.9,111.3,33.79,8
1.2627,-0.0529,0.5604,1.808,74.9,95.8,33.88,7
0.0096,0.014,0.0046,1.871,62.7,62.7,34.21,5
-0.0458,0.3952,-0.1711,1.737,76.4,78.8,33.72,6
0.0272,-0.0294,-0.0104,0.064,78.3,60.5,34.13,1
0.1993,-0.3034,0.0419,0.482,83.0,78.9,34.04,3
-0.3742,0.0921,0.031,0.74,73.5,68.4,33.66,1
-0.0893,-0.1066,-0.1459,1.029,83.1,85.8,33.54,5
0.0596,0.2239,0.1482,0.714,77.7,71.8,33.59,2
-0.0129,0.0287,-0.0033,0.642,70.8,45.3,33.19,1
-0.0398,0.0581,0.0214,0.895,72.5,54.0,34.23,1
-0.06,0.0129,0.0365,0.118,75.7,53.1,34.14,1
-0.0566,-0.07,-0.016,0.029,63.4,50.5,33.94,1
-0.0429,-0.0618,0.011,0.814,67.3,58.4,34.27,1
-0.372,-0.4169,-0.1403,0.831,76.3,70.5,33.85,2
0.4082,-0.0191,0.1284,1.306,69.3,69.2,34.43,4
0.2537,-0.0962,0.0971,0.74,78.2,74.8,34.35,4
-0.0135,0.0222,-0.0063,1.092,66.2,52.7,34.01,1
0.1093,0.298,-0.1224,0.809,70.0,78.4,33.77,3
-0.0321,0.0361,-0.0364,1.972,59.1,47.9,34.18,4
0.0166,-0.055,-0.0466,1.392,69.1,54.9,33.92,2
0.4083,-0.4289,1.4112,0.675,80.8,95.4,33.16,4
-0.0244,-2.8892,-1.7914,1.367,82.7,118.5,33.89,7
0.1952,0.3695,-0.3094,1.611,64.7,75.7,33.95,5
-0.5578,-0.1507,0.2756,1.153,82.5,72.2,33.91,3
-0.0309,0.0698,0.0277,1.487,70.6,56.9,33.91,3
0.0816,-0.0502,0.022,0.955,64.5,46.5,33.89,1
-0.0073,-0.6056,-0.0212,0.86,80.4,93.8,33.27,5
-0.0358,0.0226,0.1096,1.337,63.8,52.1,33.77,2
1.2115,1.0549,-0.4743,2.853,80.1,97.8,33.38,8
-0.8179,0.6535,-0.0817,1.58,86.1,112.2,33.72,8
0.045,-0.0046,-0.0361,0.123,72.9,66.6,34.08,1
-0.0213,-0.0242,-0.0127,0.344,71.6,75.1,33.81,1
-0.3257,-0.6186,-0.7465,1.587,72.6,88.4,33.69,6
-0.0798,0.048,0.0596,0.46,67.5,54.9,34.64,1
1.9948,1.0828,0.8928,1.168,84.0,105.9,33.86,6
0.0496,-0.0553,0.0255,0.148,68.3,63.1,33.9,1
-0.0282,0.0397,-0.0439,1.837,66.4,60.3,34.51,5
-0.3888,-0.8384,-0.4337,1.061,70.8,69.2,33.86,3
0.0704,-0.1212,0.1995,0.93,76.0,70.7,33.54,3
0.3517,-0.0968,-0.2315,0.244,66.5,80.3,33.95,2
0.6617,1.0155,0.741,1.431,82.7,95.3,34.07,7
0.0403,0.0342,0.0006,0.926,75.6,56.0,34.23,2
0.6549,1.2476,-3.2249,2.229,78.6,108.9,33.35,7
-0.4832,0.4379,0.3016,0.726,72.3,68.9,33.38,1
0.4596,-0.0541,-0.0653,1.522,69.8,77.4,33.61,5
-0.3879,1.2149,0.2174,2.862,84.5,116.0,34.42,8
-0.0142,0.019,-0.0503,0.315,77.3,48.8,33.63,1
-0.2964,-0.1407,-0.1434,0.76,84.0,73.7,33.39,3
-0.3029,-0.5583,0.5592,1.458,84.5,91.4,34.18,6
0.1493,-0.0791,0.4434,1.793,72.6,77.8,33.79,6
-0.0702,0.3046,0.0208,0.303,81.0,63.6,33.53,1
0.0286,-0.023,-0.1055,0.581,73.3,53.6,34.16,1
0.0911,0.0763,-0.2406,1.345,68.5,73.5,33.02,4
0.0368,-0.0367,0.0363,0.793,77.8,55.4,33.86,1
1.9728,-1.4735,-0.1145,2.434,85.2,124.3,34.42,8
0.0329,-0.0731,-0.0244,0.172,60.7,60.3,33.44,1
-0.3896,-0.1548,0.1549,0.91,72.7,71.6,33.66,2
-0.0018,-0.0774,0.0141,1.092,74.2,54.8,33.44,2
-0.1189,2.7863,2.3308,2.791,80.1,122.4,33.43,8
0.0152,0.0482,-0.1374,0.7,69.6,58.2,33.77,1
-0.4734,1.4021,-1.4118,1.797,78.4,115.0,33.58,8
-0.8606,-0.5474,1.0731,2.649,72.0,88.4,33.63,8
-1.2433,0.0118,-0.1034,2.18,80.5,108.3,33.56,8
-0.003,-0.0419,-0.0218,1.459,60.4,60.6,33.71,3
0.308,-0.1138,-0.1189,1.16,66.0,83.0,34.2,5
-0.4195,-0.4739,-0.0636,0.62,72.1,70.0,34.09,2
0.0442,0.0582,0.0191,1.254,66.6,66.5,34.11,4
0.1082,-0.0802,0.0412,0.976,72.7,82.1,33.19,4
1.2418,0.7937,-0.9067,2.261,68.6,102.4,34.22,8
-0.0366,0.0315,0.012,1.604,66.3,57.8,34.0,4
0.0207,0.0825,0.0424,1.105,67.5,55.2,34.24,1
-0.0164,-0.059,0.0169,1.337,65.9,56.2,34.12,2
-0.0381,0.0709,-0.4168,1.152,71.8,77.3,33.72,5
1.3614,-2.1977,-0.6133,3.033,81.2,112.6,34.15,8
-0.0036,-0.0347,0.0689,0.986,68.1,57.7,34.16,2
-0.0503,-0.0488,-0.0147,0.835,70.8,51.9,34.05,1
-0.0335,0.0789,-0.0723,1.038,74.8,52.4,33.99,1
-0.9895,0.2711,0.0317,2.145,81.8,113.7,33.71,8
0.0253,-0.0209,-0.0333,0.382,72.6,47.4,34.49,1
0.0439,0.2567,0.4113,2.029,66.3,76.5,33.75,6
0.2138,1.829,-0.6977,0.946,72.7,91.3,33.46,4
0.0243,0.041,-0.0192,0.99,69.8,55.6,33.8,1
-0.1941,-2.8803,2.8994,2.572,83.3,118.3,33.34,8
-1.0886,0.4829,2.9501,2.587,74.2,114.0,33.99,8
0.1289,-0.0244,0.6029,2.739,86.2,98.3,33.32,8
0.0111,-0.0651,-0.0678,0.431,59.7,68.7,34.23,1
-0.5072,1.1125,0.0866,2.267,82.2,92.1,33.36,8
-0.0545,0.5616,-0.2459,0.95,68.1,79.6,33.33,3
0.0055,0.0236,0.0706,1.823,73.7,57.4,33.25,4
-0.0254,-0.0038,0.0782,0.338,66.7,51.5,33.69,1
-0.0505,-0.0046,0.0821,0.221,69.7,60.7,33.62,1
-0.0299,0.4649,-0.0162,0.475,79.7,73.4,34.4,1
-0.049,-0.0104,0.0756,0.107,66.6,49.9,33.5,1
0.0076,0.0402,-0.1216,1.172,72.4,53.9,34.2,1
0.0197,-0.075,0.0577,0.012,74.4,50.5,33.66,1
-0.2726,-0.4008,0.6088,0.767,81.7,96.8,34.15,6
3.1901,0.4889,-0.576,2.442,81.9,109.5,33.91,8
0.0531,-0.1214,-0.2383,1.258,76.7,72.8,33.71,4
0.0036,-0.0223,-0.0244,0.194,76.6,52.3,33.43,1
-0.3052,0.246,0.1983,0.211,70.8,77.0,33.72,1
-0.0621,0.0109,0.028,0.557,67.6,56.6,33.68,1
0.0097,0.0062,-0.0246,0.092,67.8,49.8,34.02,1
-0.3168,1.5779,-0.0226,1.286,84.7,96.1,34.07,6
-0.0143,0.012,-0.0188,0.587,76.3,61.1,34.26,1
-0.5774,0.5313,-0.1595,1.518,67.0,78.5,34.26,6
-0.0633,0.0323,-0.0111,0.396,65.9,50.2,33.52,1
-0.044,-0.3036,-0.1486,2.026,75.6,70.7,33.73,6
-0.0468,-0.1976,0.2944,1.374,74.6,81.5,33.21,5
-1.1027,0.5474,-0.921,2.858,75.7,105.9,34.09,8
0.0586,-0.0706,-0.0204,1.396,62.4,56.8,33.81,3
-0.0329,-0.1223,0.0354,0.709,70.0,80.1,33.41,4
0.0446,-0.0274,-0.1058,1.001,65.2,60.6,34.01,3
-0.0042,-0.3327,0.1696,1.038,68.5,74.7,34.42,4
0.0751,-0.0343,-0.0856,1.451,72.8,75.9,33.99,5
0.143,0.1703,0.3516,1.129,87.8,71.2,32.88,3
0.4009,-0.0616,0.6997,0.811,74.8,92.9,33.82,5
0.0183,-0.062,0.0251,0.254,69.3,53.3,33.67,1
-0.0295,-1.1487,1.1358,1.421,87.8,97.5,33.79,7
-0.0869,-0.0474,0.05,1.047,71.8,49.9,34.02,1
-0.0454,-0.0011,-0.471,0.303,75.8,79.9,34.38,2
0.1787,0.0005,-0.1714,1.057,75.8,70.9,34.09,4
-0.1077,-3.008,1.0165,2.619,73.9,121.8,33.41,8
0.1033,0.2128,0.349,0.768,69.7,66.7,33.56,2
0.0001,-0.0831,0.1011,1.119,63.6,44.1,33.95,1
-0.059,0.0559,-0.0129,1.248,60.6,59.4,34.37,3
0.0375,0.0389,-0.0051,0.204,73.0,57.7,33.66,1
0.0471,0.0019,-0.0132,1.718,73.9,52.0,33.71,4
-0.0497,0.0549,0.0261,0.418,68.0,58.9,34.0,1
0.0668,-0.0157,-0.0621,0.571,71.1,54.4,33.83,1
-0.2582,0.1611,0.3805,1.718,68.4,80.2,33.09,6
0.0086,0.0539,-0.0469,1.321,71.8,54.4,34.1,2
-1.4233,2.5068,-1.0778,1.607,85.5,115.7,33.62,7
0.0661,-0.0034,-0.0115,0.563,69.2,57.1,33.95,1
0.0798,-0.268,-0.3231,0.002,75.6,74.4,34.0,1
0.036,0.0424,-0.0026,1.076,75.8,61.1,34.0,2
-0.2468,0.0377,-0.2877,0.918,75.6,69.6,33.94,3
-0.643,-2.0279,-1.7496,2.278,83.3,112.6,34.04,8
-0.0183,-0.0602,0.0485,0.358,65.5,54.5,33.83,1
-0.0156,0.0238,-0.026,0.088,70.3,50.6,34.18,1
-0.035,0.0128,0.0128,2.019,68.8,58.2,33.87,5
0.0364,0.4365,-0.1392,2.7,63.7,76.1,33.58,8
-0.5356,0.8123,-0.1103,1.72,60.8,67.4,33.91,5
-0.0535,0.002,0.1626,1.507,72.6,82.8,33.3,6
0.0392,-0.0017,0.0644,0.234,65.0,54.1,33.93,1
-0.2277,0.3128,0.6613,1.629,71.3,100.2,33.89,7
-0.4018,-0.3198,-0.2715,1.777,74.1,78.7,34.12,6
-0.1646,0.2463,-0.253,1.655,74.5,79.5,33.53,6
0.2732,0.1613,-0.2763,0.151,84.4,77.0,33.66,1
0.0565,0.1244,0.2248,1.881,68.9,83.4,34.15,7
0.4732,0.7722,0.3725,0.814,72.8,68.8,33.54,2
0.0179,-0.0107,-0.0325,0.606,71.9,51.7,34.29,1
-0.0005,0.0287,0.0154,1.335,73.6,54.6,33.49,2
-0.1775,-0.1339,0.0195,1.786,83.3,67.2,33.64,5
-0.1118,-0.022,-0.0026,0.687,70.2,61.2,33.27,1
-0.0382,0.0695,0.0409,0.196,64.3,59.8,33.77,1
0.2199,-0.4224,-0.5427,1.55,74.6,93.6,33.35,7
0.0208,-0.0339,0.0268,0.513,61.8,49.3,33.79,1
-0.0811,-0.1371,0.0403,1.011,78.9,56.7,34.25,2
-0.6623,0.1837,-0.471,0.87,73.5,72.7,33.74,3
0.0243,-0.0072,-0.0169,0.081,67.0,51.1,34.19,1
-0.4967,0.2829,-0.3503,1.253,75.4,85.2,33.11,5
0.0019,0.0356,0.0111,0.16,73.6,45.1,34.21,1
-0.0276,0.0479,-0.0277,0.734,74.4,57.5,34.05,2
-0.026,0.0149,0.0195,1.817,71.5,46.2,33.92,2
0.2984,-0.2066,-0.1329,1.641,69.7,74.0,32.92,5
-1.0919,0.9206,-0.4068,1.725,83.3,101.2,34.05,7
-0.0231,-0.0046,-0.0291,2.058,71.2,59.6,34.31,5
0.0676,-0.0207,0.1183,1.191,62.1,53.8,33.87,2
-0.2664,-0.0894,-0.1885,0.118,73.4,80.9,33.8,1
-0.0114,-0.0372,-0.0251,1.239,75.0,53.4,33.39,2
0.0047,1.7151,0.4395,0.576,74.7,91.5,33.46,3
0.0335,-0.1086,-0.1074,0.061,76.7,79.9,33.92,1
1.6736,0.0523,-0.7604,2.105,80.0,101.7,33.72,8
0.4898,-0.1913,-0.6484,0.399,80.1,84.4,33.38,2
-0.0453,-0.0593,-0.0846,0.156,58.3,63.3,33.93,1
-0.0768,-0.0207,0.0734,1.224,76.9,54.8,33.58,2
0.6822,-2.3517,-1.8467,2.687,81.6,118.2,33.25,8
0.5619,0.3448,-1.5379,0.631,75.7,93.2,33.32,4
0.1032,-0.0179,-0.0254,0.307,64.0,52.9,33.9,1
-0.1047,-0.0464,0.0101,0.623,76.4,47.3,34.52,1
0.4112,0.3699,0.1134,0.395,65.8,69.0,33.9,1
0.0101,0.0219,-0.0018,0.51,62.2,50.0,34.0,1
0.2837,-0.8003,0.4737,2.497,69.5,92.9,33.53,8
-0.0368,-0.0135,0.0647,1.518,70.7,57.0,34.05,4
0.2092,-0.7334,0.5134,2.534,83.2,100.4,33.19,8
-0.0369,0.0322,-0.019,0.642,72.2,55.5,34.0,1
0.0296,-0.0464,-0.0442,0.382,67.7,46.1,33.83,1
0.2163,0.4969,-0.2243,1.582,73.5,83.6,33.83,6
0.0134,0.0458,-0.0058,1.168,61.4,49.9,33.89,1
0.0174,0.4441,-0.0388,1.558,73.7,73.7,33.84,5
2.3313,3.359,0.8088,1.643,74.7,107.7,33.58,6
-0.0873,-0.0248,-0.3147,0.943,80.5,73.2,33.47,3
0.1756,-0.0989,-0.0688,0.991,72.6,71.0,33.41,3
0.9229,3.4454,-1.7117,3.072,83.6,120.7,33.28,8
-0.1765,-0.0355,-0.0408,0.748,66.2,70.6,33.61,2
-0.2135,-0.1682,0.0717,0.994,73.8,77.4,33.62,3
0.3575,0.2682,0.0723,2.17,66.4,70.6,33.96,7
-0.0664,0.0642,-0.0492,1.323,76.1,50.8,34.08,2
0.2342,-0.0724,-0.0361,1.51,76.8,80.0,33.89,6
0.0173,-0.0855,-0.0114,1.507,64.8,58.5,34.49,4
-0.0407,-0.7792,0.8273,2.094,77.0,102.9,34.61,8
-0.0372,0.0032,-0.0805,0.646,68.4,52.3,34.02,1
0.3309,0.6755,-0.1291,0.689,68.7,89.7,33.18,3
-0.3991,0.4454,-0.3841,0.691,67.4,81.1,33.81,3
-0.2062,-0.3957,0.1386,0.014,73.2,72.6,33.29,1
0.0697,0.0561,-0.0206,0.087,77.9,58.3,34.47,1
0.3086,-1.0693,0.2686,2.411,84.2,97.9,34.1,8
-0.0663,-0.124,-0.2973,0.544,76.9,77.1,34.13,3
0.2313,-0.8312,0.8929,1.985,77.3,116.7,33.48,8
-0.2584,-0.1893,0.78,2.004,80.2,88.9,34.21,7
0.0163,-0.0624,-0.0221,1.084,66.8,51.6,33.51,2
0.0023,-0.0167,0.5569,1.056,74.2,81.0,34.44,5
0.078,-0.0771,0.773,0.991,67.0,82.1,34.19,4
-0.0994,0.0735,-0.0579,1.998,76.0,73.5,34.0,6
0.0457,-0.0482,-0.0242,0.612,73.5,57.7,34.17,1
1.6146,-0.785,-1.0108,1.714,78.2,95.2,34.18,7
0.1019,-0.0311,-0.0099,0.11,74.7,61.7,34.19,1
-0.0077,0.0196,-0.0138,0.699,75.7,58.6,34.22,1
-0.3618,1.0746,-0.9204,2.216,76.5,125.0,34.25,8
0.5595,1.1718,0.5781,0.374,76.5,94.2,33.22,3
-1.1484,0.0323,0.4987,2.621,67.3,102.9,33.72,8
0.724,1.0657,-0.4953,1.787,77.7,98.2,33.34,7
-0.2565,-0.1843,0.0551,2.052,82.9,77.6,33.91,7
-0.1281,-0.616,-0.0056,1.496,69.0,68.5,33.87,4
-0.033,0.0277,-0.0417,0.986,71.7,51.6,33.93,1
0.0363,0.0389,-0.0121,1.806,71.2,59.8,34.15,4
0.2591,-0.133,-0.0443,0.782,74.3,94.2,33.4,5
-0.0305,-0.0122,0.0869,1.445,71.9,55.5,33.82,3
0.0429,0.0902,0.0029,0.288,70.7,60.4,33.29,1
0.1564,-1.8799,-0.675,2.749,75.3,115.6,33.62,8
-0.2262,0.0395,0.2515,0.914,72.2,75.5,33.95,4
0.046,-0.0212,-0.0506,0.783,68.7,57.2,34.03,1
0.0193,0.036,0.028,0.444,71.1,49.8,33.78,1
-0.0597,0.0148,-0.0033,0.809,72.4,52.3,34.35,1
0.042,0.0409,-0.0796,0.155,72.7,52.2,33.91,1
0.0087,-0.0571,-0.0075,0.975,68.7,53.6,33.8,1
0.101,0.0102,0.1519,0.703,69.0,69.3,33.77,2
1.1037,-0.7444,0.9986,1.191,77.7,92.5,33.7,5
-0.3712,0.1363,-0.1698,0.768,73.5,70.0,33.99,3
0.1965,1.1111,-0.3862,1.565,77.5,97.7,33.85,7
-0.0091,-0.0072,-0.0624,0.05,72.6,54.3,34.56,1
-0.0097,0.1016,0.0369,1.238,65.7,48.2,34.47,2
1.445,-0.905,0.8648,2.756,82.5,112.5,34.4,8
-0.0588,0.0484,0.0117,0.373,78.6,54.9,34.34,1
0.3575,0.2984,0.5166,2.042,83.2,102.8,33.5,8
0.077,0.1903,-0.0408,0.885,71.0,66.7,33.86,2
-0.0464,0.1797,-0.0251,1.488,81.4,70.8,33.28,4
-0.0155,0.0899,0.0217,0.315,70.5,56.5,33.67,1
0.3186,0.1569,-0.2594,2.103,77.5,72.8,34.38,7
0.0238,0.0491,0.0717,0.333,65.1,59.3,34.36,1
0.015,0.0552,0.119,1.328,70.1,58.7,34.27,3
0.0491,-0.5767,-0.6619,0.507,72.4,98.0,34.56,5
-0.2175,0.0338,0.4619,0.732,67.2,77.6,33.24,3
1.0745,-0.7468,3.4376,1.6,84.2,114.6,33.98,7
-0.1712,-0.0788,-0.1075,1.15,72.6,73.3,33.41,3
0.314,0.3029,-0.4904,0.916,74.0,75.1,33.47,3
-0.2819,0.2161,-0.1542,1.513,75.1,76.3,33.94,5
-0.1415,-0.0362,0.4618,1.814,75.8,72.7,33.81,6
1.335,-0.2284,0.8816,1.629,73.1,93.9,33.84,7
-0.9964,0.9274,0.3018,1.267,79.1,87.9,34.09,5
0.0572,-0.0354,-0.0162,0.851,65.4,53.2,34.7,1
0.16,0.1899,0.2223,1.489,73.7,69.5,34.33,5
-0.0155,0.022,-0.0625,0.855,66.6,48.4,33.84,1
0.0038,-0.0437,0.0421,0.317,62.0,50.8,33.54,1
0.089,-0.1572,-0.4266,0.454,67.4,76.4,34.01,2
0.0354,-0.1077,-0.0176,1.44,76.8,56.6,33.53,3
-0.0658,-0.3392,0.6323,1.026,79.7,77.2,33.88,4
-1.4538,-0.1311,-0.6154,1.781,78.2,100.9,33.51,7
0.0961,0.1377,-0.1117,0.357,79.7,74.8,33.77,1
0.0005,-0.0034,0.0701,0.76,76.2,54.7,34.05,1
-0.0476,-0.0346,0.0284,0.752,64.4,52.2,33.87,1
-0.3424,0.1233,-0.0036,0.052,74.5,72.9,33.68,1
0.0902,-0.0639,0.0152,0.337,70.2,78.7,33.31,2
0.0029,0.0862,-0.0466,0.188,78.1,58.7,33.88,1
0.214,-0.0007,-0.1312,1.085,75.1,65.4,33.83,2
-0.0496,-0.0866,0.016,0.053,73.4,55.3,33.82,1
-0.0144,-0.1723,0.2229,0.656,73.4,78.3,32.85,2
-0.2247,0.2048,-0.0676,0.616,72.2,76.2,33.87,2
0.0123,-0.016,0.0178,0.825,62.4,52.6,33.13,1
0.1047,-0.0156,0.0436,0.6,68.1,50.6,33.64,1
0.4555,-0.0664,-0.0452,1.608,77.6,81.0,33.33,6
-0.0294,-0.07,0.0008,0.75,77.0,52.1,34.26,1
0.3075,-0.1283,-0.1239,1.783,78.1,68.7,33.93,5
0.0337,-0.0075,-0.0271,0.278,69.4,52.0,34.12,1
-0.0462,0.1339,-0.1091,0.772,76.9,89.3,33.75,5
0.7714,-0.1083,-1.4847,1.414,78.6,101.5,33.53,7
0.4974,0.3792,0.2539,1.363,75.0,103.8,33.15,7
-0.0576,-0.0321,0.0125,0.301,76.5,54.1,34.36,1
0.0319,-0.0007,0.0666,0.953,70.6,62.3,33.57,2
-0.2096,0.0932,-0.2821,0.605,76.2,75.9,33.64,2
-0.2309,0.9324,0.2688,0.941,59.7,69.4,33.85,2
-1.7515,-0.2456,-1.6836,2.432,87.8,121.4,33.72,8
-0.1391,0.1755,-1.1771,2.607,75.5,101.8,33.41,8
-0.4893,0.2454,-0.2494,1.821,69.5,74.6,33.98,6
-0.2902,-0.4146,0.4267,0.882,71.5,75.4,33.77,3
-0.1322,-0.0641,0.1318,0.083,66.6,76.7,33.82,1
0.311,-0.2325,0.1729,1.328,75.2,72.1,33.81,4
0.0011,0.0244,-0.0052,0.721,76.7,61.7,33.84,2
-0.0786,0.1761,-0.1188,1.231,81.0,74.0,33.81,5
0.0272,0.0217,0.0181,1.363,63.6,53.0,34.12,3
1.0284,0.9547,-0.2824,0.817,78.0,98.5,33.4,5
-0.0118,0.0189,0.0506,1.381,74.4,50.1,34.34,2
0.9797,0.6057,-0.5557,1.419,73.2,102.5,33.5,7
0.3406,-0.4062,-0.3657,1.97,72.6,79.5,34.22,7
0.074,1.9754,-0.6824,0.963,76.7,101.1,33.66,6
-0.0142,0.2907,0.3799,1.52,73.6,77.4,33.8,6
0.2517,-1.1769,0.9285,2.104,73.7,95.5,33.82,7
-1.1566,-1.4947,-0.8043,2.393,80.8,120.5,34.11,8
0.1534,1.2342,0.0558,2.478,89.6,101.4,33.6,8
0.7397,0.8118,0.0311,1.909,82.8,95.7,33.67,7
0.0331,0.0292,-0.0725,1.262,66.2,61.2,34.2,4
-0.0658,-0.0432,0.0414,1.324,77.6,57.1,33.38,2
0.2266,0.1035,1.0057,1.692,80.3,97.5,33.68,7
-0.2999,-0.3011,0.3088,0.175,74.2,79.6,32.98,1
0.0027,-0.0226,-0.0314,0.773,68.6,51.3,34.88,1
-0.0306,-0.0789,-0.1077,1.175,81.5,67.6,33.62,4
0.0138,0.2397,0.0327,1.165,71.3,79.8,33.91,5
-0.2541,-0.2987,0.404,1.023,74.1,69.0,33.96,4
-0.0336,0.0628,-0.004,2.429,71.0,48.3,34.35,5
0.0328,0.2331,0.1709,1.452,61.8,71.5,33.73,5
0.5657,-1.8432,-0.6685,1.885,76.6,93.2,33.37,7
0.3089,0.085,-0.2649,0.149,76.2,73.5,34.04,1
0.0222,0.004,0.0992,0.365,66.7,53.5,33.92,1
0.0006,-0.0003,-0.0358,0.394,65.5,43.8,33.92,1
-0.8701,-0.7943,0.0207,2.692,78.4,90.2,33.91,8
-0.0016,-0.0844,0.0553,0.029,84.9,51.1,33.92,1
0.3578,-1.6434,-0.5851,2.763,94.2,118.2,34.21,8
-0.0951,0.0111,0.0457,0.392,68.5,50.4,33.87,1
-0.0793,0.0375,-0.5508,0.927,65.5,63.5,33.74,2
0.3621,-0.2478,-0.1539,0.588,74.0,70.7,33.33,1
-0.0377,0.021,-0.0214,1.16,72.8,56.4,34.05,2
-0.0319,0.0496,0.0395,0.264,64.1,57.3,34.5,1
-0.644,-0.0072,-0.3231,1.888,77.6,75.4,33.91,6
0.0654,0.0909,0.0008,0.47,71.5,54.2,34.92,1
0.0205,0.0351,-0.0491,0.507,65.1,48.9,34.05,1
